id,label
1895,3
1896,0
1897,1
1898,3
1899,2
1900,5
1901,7
1902,3
1903,3
1904,7
1905,8
1906,2
1907,2
1908,4
1909,7
1910,3
1911,8
1912,3
1913,3
1914,3
1915,7
1916,8
1917,0
1918,6
1919,0
1920,4
1921,8
1922,3
1923,7
1924,6
1925,1
1926,3
1927,3
1928,6
1929,3
1930,7
1931,7
1932,0
1933,8
1934,5
1935,7
1936,6
1937,0
1938,6
1939,8
1940,7
1941,7
1942,4
1943,7
1944,8
1945,3
1946,7
1947,3
1948,7
1949,0
1950,7
1951,1
1952,5
1953,7
1954,2
1955,5
1956,0
1957,2
1958,2
1959,5
1960,7
1961,5
1962,7
1963,7
1964,3
1965,3
1966,7
1967,7
1968,7
1969,0
1970,6
1971,3
1972,7
1973,8
1974,5
1975,0
1976,1
1977,2
1978,6
1979,8
1980,7
1981,3
1982,7
1983,6
1984,3
1985,2
1986,3
1987,0
1988,5
1989,7
1990,2
1991,4
1992,7
1993,5
1994,7
1995,8
1996,8
1997,3
1998,8
1999,7
2000,7
2001,7
2002,8
2003,7
2004,3
2005,1
2006,7
2007,8
2008,7
2009,5
2010,8
2011,8
2012,3
2013,7
2014,5
2015,7
2016,7
2017,6
2018,1
2019,3
2020,3
2021,1
2022,7
2023,8
2024,0
2025,2
2026,4
2027,3
2028,4
2029,6
2030,2
2031,3
2032,0
2033,3
2034,8
2035,2
2036,3
2037,3
2038,0
2039,7
2040,5
2041,1
2042,8
2043,3
2044,7
2045,7
2046,8
2047,2
2048,6
2049,3
2050,5
2051,0
2052,0
2053,5
2054,1
2055,4
2056,6
2057,1
2058,1
2059,7
2060,6
2061,7
2062,7
2063,2
2064,1
2065,7
2066,8
2067,8
2068,1
2069,0
2070,8
2071,1
2072,3
2073,3
2074,7
2075,0
2076,8
2077,1
2078,0
2079,4
2080,6
2081,1
2082,3
2083,0
2084,8
2085,1
2086,7
2087,3
2088,3
2089,3
2090,6
2091,5
2092,2
2093,6
2094,0
2095,0
2096,3
2097,3
2098,5
2099,8
2100,4
2101,8
2102,0
2103,4
2104,8
2105,5
2106,4
2107,7
2108,0
2109,3
2110,2
2111,7
2112,2
2113,8
2114,4
2115,1
2116,4
2117,2
2118,4
2119,1
2120,4
2121,4
2122,3
2123,5
2124,7
2125,7
2126,7
2127,7
2128,5
2129,1
2130,2
2131,4
2132,7
2133,3
2134,7
2135,1
2136,7
2137,3
2138,5
2139,5
2140,0
2141,2
2142,3
2143,3
2144,7
2145,7
2146,1
2147,8
2148,6
2149,7
2150,3
2151,7
2152,8
2153,1
2154,1
2155,6
2156,5
2157,1
2158,2
2159,1
2160,2
2161,8
2162,7
2163,2
2164,7
2165,6
2166,2
2167,3
2168,1
2169,2
2170,8
2171,6
2172,8
2173,2
2174,2
2175,4
2176,0
2177,7
2178,3
2179,8
2180,1
2181,2
2182,1
2183,1
2184,1
2185,1
2186,6
2187,4
2188,8
2189,7
2190,4
2191,7
2192,1
2193,4
2194,4
2195,2
2196,2
2197,7
2198,6
2199,6
2200,4
2201,7
2202,6
2203,1
2204,5
2205,4
2206,3
2207,6
2208,2
2209,3
2210,7
2211,2
2212,6
2213,1
2214,7
2215,8
2216,7
2217,6
2218,4
2219,4
2220,4
2221,8
2222,6
2223,7
2224,6
2225,1
2226,7
2227,3
2228,4
2229,7
2230,5
2231,0
2232,7
2233,8
2234,7
2235,7
2236,6
2237,6
2238,8
2239,6
2240,4
2241,7
2242,8
2243,7
2244,4
2245,0
2246,3
2247,0
2248,0
2249,7
2250,7
2251,4
2252,8
2253,0
2254,6
2255,5
2256,8
2257,2
2258,6
2259,7
2260,7
2261,2
2262,4
2263,8
2264,1
2265,0
2266,5
2267,2
2268,7
2269,2
2270,1
2271,6
2272,0
2273,3
2274,0
2275,1
2276,0
2277,5
2278,3
2279,3
2280,6
2281,3
2282,1
2283,3
2284,3
2285,3
2286,1
2287,5
2288,2
2289,3
2290,1
2291,2
2292,6
2293,7
2294,6
2295,4
2296,3
2297,7
2298,8
2299,2
2300,2
2301,8
2302,7
2303,4
2304,4
2305,3
2306,7
2307,0
2308,7
2309,7
2310,1
2311,0
2312,0
2313,1
2314,6
2315,1
2316,6
2317,2
2318,6
2319,7
2320,1
2321,7
2322,2
2323,7
2324,6
2325,2
2326,4
2327,5
2328,6
2329,3
2330,0
2331,7
2332,8
2333,3
2334,6
2335,7
2336,4
2337,3
2338,6
2339,7
2340,5
2341,7
2342,5
2343,7
2344,6
2345,8
2346,8
2347,4
2348,7
2349,0
2350,3
2351,1
2352,6
2353,6
2354,3
2355,4
2356,0
2357,0
2358,2
2359,3
2360,0
2361,7
2362,0
2363,5
2364,6
2365,3
2366,6
2367,7
2368,0
2369,7
2370,5
2371,7
2372,2
2373,5
2374,3
2375,3
2376,1
2377,7
2378,8
2379,4
2380,4
2381,7
2382,7
2383,3
2384,0
2385,6
2386,4
2387,1
2388,7
2389,8
2390,2
2391,2
2392,3
2393,5
2394,2
2395,7
2396,3
2397,0
2398,0
2399,4
2400,1
2401,6
2402,5
2403,0
2404,1
2405,8
2406,5
2407,5
2408,0
2409,6
2410,3
2411,6
2412,7
2413,8
2414,3
2415,6
2416,4
2417,4
2418,5
2419,8
2420,8
2421,4
2422,5
2423,3
2424,5
2425,6
2426,2
2427,6
2428,0
2429,7
2430,7
2431,6
2432,2
2433,3
2434,7
2435,7
2436,5
2437,3
2438,2
2439,6
2440,0
2441,1
2442,4
2443,0
2444,6
2445,7
2446,7
2447,0
2448,5
2449,7
2450,7
2451,8
2452,3
2453,7
2454,3
2455,5
2456,1
2457,2
2458,3
2459,0
2460,6
2461,2
2462,0
2463,6
2464,3
2465,1
2466,6
2467,6
2468,3
2469,8
2470,8
2471,0
2472,8
2473,3
2474,7
2475,5
2476,7
2477,4
2478,1
2479,7
2480,7
2481,1
2482,7
2483,7
2484,3
2485,6
2486,2
2487,6
2488,8
2489,5
2490,4
2491,3
2492,8
2493,3
2494,0
2495,3
2496,4
2497,4
2498,1
2499,3
2500,8
2501,2
2502,4
2503,2
2504,7
2505,1
2506,8
2507,8
2508,0
2509,4
2510,6
2511,7
2512,5
2513,5
2514,1
2515,2
2516,2
2517,1
2518,3
2519,8
2520,1
2521,3
2522,1
2523,3
2524,1
2525,1
2526,4
2527,6
2528,7
2529,4
2530,6
2531,4
2532,7
2533,8
2534,2
2535,7
2536,7
2537,7
2538,5
2539,3
2540,0
2541,7
2542,6
2543,3
2544,1
2545,7
2546,2
2547,7
2548,4
2549,1
2550,5
2551,2
2552,5
2553,1
2554,1
2555,5
2556,8
2557,3
2558,2
2559,1
2560,5
2561,6
2562,3
2563,7
2564,4
2565,7
2566,8
2567,1
2568,2
2569,8
2570,2
2571,1
2572,3
2573,7
2574,8
2575,8
2576,3
2577,7
2578,1
2579,1
2580,6
2581,4
2582,2
2583,6
2584,8
2585,7
2586,0
2587,2
2588,7
2589,2
2590,7
2591,6
2592,8
2593,1
2594,6
2595,0
2596,7
2597,0
2598,7
2599,4
2600,6
2601,0
2602,7
2603,7
2604,4
2605,2
2606,5
2607,8
2608,0
2609,5
2610,6
2611,0
2612,0
2613,7
2614,1
2615,4
2616,8
2617,3
2618,0
2619,2
2620,7
2621,4
2622,0
2623,0
2624,3
2625,2
2626,7
2627,3
2628,0
2629,4
2630,1
2631,2
2632,2
2633,3
2634,3
2635,2
2636,7
2637,6
2638,1
2639,8
2640,8
2641,4
2642,2
2643,6
2644,3
2645,4
2646,6
2647,4
2648,7
2649,0
2650,0
2651,6
2652,1
2653,3
2654,3
2655,0
2656,0
2657,5
2658,1
2659,7
2660,8
2661,3
2662,7
2663,7
2664,3
2665,0
2666,7
2667,7
2668,1
2669,3
2670,0
2671,6
2672,6
2673,5
2674,8
2675,1
2676,5
2677,2
2678,3
2679,7
2680,6
2681,6
2682,5
2683,2
2684,2
2685,3
2686,6
2687,6
2688,1
2689,7
2690,1
2691,1
2692,3
2693,3
2694,1
2695,3
2696,1
2697,3
2698,5
2699,0
2700,7
2701,4
2702,7
2703,6
2704,8
2705,2
2706,6
2707,6
2708,1
2709,4
2710,2
2711,3
2712,7
2713,5
2714,4
2715,8
2716,1
2717,7
2718,0
2719,3
2720,0
2721,2
2722,1
2723,7
2724,7
2725,4
2726,0
2727,5
2728,8
2729,2
2730,1
2731,5
2732,7
2733,0
2734,5
2735,0
2736,5
2737,2
2738,7
2739,1
2740,4
2741,3
2742,0
2743,3
2744,3
2745,3
2746,8
2747,5
2748,0
2749,6
2750,8
2751,0
2752,5
2753,0
2754,5
2755,0
2756,6
2757,2
2758,8
2759,5
2760,3
2761,5
2762,6
2763,4
2764,6
2765,4
2766,7
2767,3
2768,5
2769,7
2770,1
2771,2
2772,5
2773,8
2774,7
2775,2
2776,0
2777,8
2778,7
2779,1
2780,8
2781,4
2782,3
2783,8
2784,2
2785,7
2786,3
2787,2
2788,8
2789,6
2790,7
2791,3
2792,6
2793,2
2794,2
2795,7
2796,4
2797,2
2798,5
2799,5
2800,2
2801,7
2802,7
2803,0
2804,7
2805,0
2806,3
2807,4
2808,7
2809,7
2810,7
2811,3
2812,3
2813,2
2814,8
2815,2
2816,1
2817,0
2818,2
2819,8
2820,0
2821,1
2822,0
2823,1
2824,3
2825,6
2826,5
2827,8
2828,7
2829,3
2830,8
2831,2
2832,2
2833,5
2834,7
2835,6
2836,2
2837,4
2838,8
2839,4
2840,2
2841,0
2842,2
2843,1
2844,2
2845,7
2846,0
2847,8
2848,3
2849,7
2850,7
2851,7
2852,5
2853,3
2854,2
2855,7
2856,3
2857,2
2858,4
2859,3
2860,7
2861,7
2862,0
2863,2
2864,3
2865,6
2866,3
2867,4
2868,7
2869,7
2870,7
2871,0
2872,3
2873,2
2874,0
2875,5
2876,0
2877,2
2878,7
2879,2
2880,0
2881,3
2882,3
2883,7
2884,8
2885,7
2886,8
2887,2
2888,3
2889,5
2890,5
2891,7
2892,5
2893,8
2894,7
2895,5
2896,2
2897,7
2898,3
2899,0
2900,3
2901,0
2902,6
2903,3
2904,3
2905,5
2906,2
2907,0
2908,0
2909,0
2910,2
2911,3
2912,6
2913,1
2914,6
2915,3
2916,2
2917,3
2918,2
2919,1
2920,8
2921,6
2922,7
2923,1
2924,1
2925,5
2926,4
2927,2
2928,7
2929,6
2930,2
2931,7
2932,2
2933,3
2934,5
2935,8
2936,4
2937,2
2938,7
2939,0
2940,8
2941,2
2942,1
2943,3
2944,8
2945,3
2946,3
2947,1
2948,6
2949,7
2950,2
2951,7
2952,2
2953,3
2954,4
2955,1
2956,1
2957,0
2958,3
2959,2
2960,1
2961,7
2962,2
2963,4
2964,3
2965,1
2966,2
2967,4
2968,7
2969,7
2970,6
2971,7
2972,4
2973,3
2974,7
2975,5
2976,8
2977,0
2978,1
2979,0
2980,2
2981,6
2982,0
2983,8
2984,2
2985,0
2986,7
2987,3
2988,7
2989,0
2990,0
2991,0
2992,1
2993,2
2994,1
2995,3
2996,8
2997,2
